feature,summary,sample,x,y,sample_text
15108,"Objects or entities, their activation/inactivation or opening/closing times.","""It was inactivated on 1 April 1981.""",11.655217,1.4262586,It was inactivated on 1 April 1981.
15109,"Wind Energy, Turbines, Installations","""The wind farm part is implied and hence removed for clarity.""",7.081972,7.0056553,The wind farm part is implied and hence removed for clarity.
15110,"Political Figures, Media Personalities, Geographical Locations","""The Division of Blair is an Australian Electoral Division in Queensland.""",9.397205,9.194095,The Division of Blair is an Australian Electoral Division in Queensland.
15111,"Umbrella Organizations, Films, Plant Species","""Umbrella canopies may be made of fabric or flexible plastic.""",8.777989,5.5975547,Umbrella canopies may be made of fabric or flexible plastic.
15112,"Geographic Entities and People, Mythical or Notable Individuals, Various Species","""Tartarus is a genus of spiders.""",9.390099,7.780963,Tartarus is a genus of spiders.
15113,"Companies, Products, Competitors","""Cartridge World also franchises these outlets.""",9.374239,3.25419,Cartridge World also franchises these outlets.
15114,"Celebrity, Journalists, Correspondents","""Internet correspondents posed questions for the celebrities.""",10.757069,1.1248292,Internet correspondents posed questions for the celebrities.
15115,"Prostitution and Sex Work, Global Prevalence, Legal and Illegal Practices","""Younger prostitutes in the cities often work in bars.""",10.354269,3.7481995,Younger prostitutes in the cities often work in bars.
15116,Geographically-defined communities,"""The community is located on Arkansas Highway 153.""",6.332027,3.6200252,The community is located on Arkansas Highway 153.
15117,Pioneers in Science and Technology Innovations,"""For transmitted light investigations in biology, the C. Watson company produced the Smith/Baker system in the 1950s.""",11.730747,0.84020907,"For transmitted light investigations in biology, the C. Watson company produced the Smith/Baker system in the 1950s."
15118,Greece-Related Topics,"""Greece competed at the 1996 Summer Olympics in Atlanta, United States.""",11.88694,7.1139593,"Greece competed at the 1996 Summer Olympics in Atlanta, United States."
15119,"Television, Education, Locations (places or organizations)","""It is a spin-off of the American reality television game shows The Bachelor and The Bachelorette.""",9.536985,9.005414,It is a spin-off of the American reality television game shows The Bachelor and The Bachelorette.
15120,Taxonomic Diversity in Flora and Fauna,"""There are at least 150 genera in Brachyceridae.""",7.7217236,6.58847,There are at least 150 genera in Brachyceridae.
15121,Variation and Differences across Subjects and Systems,"""Populations differ in the distribution and extent of white.""",9.028188,3.3000755,Populations differ in the distribution and extent of white.
15122,"Individuals, Places, Historical Events","""In 1977, Mack cut a debut solo LP.""",12.22868,7.8716884,"In 1977, Mack cut a debut solo LP."
15123,"Salt, Minerals, Water","""Salt is then added to taste.""",10.087225,6.5319366,Salt is then added to taste.
15124,"Individuals, Achievements, Locations, Titles","""Barrett won once on the LPGA Tour in 1984.""",9.209279,8.77413,Barrett won once on the LPGA Tour in 1984.
15125,"Law, Education, Professionals","""Van Dijk studied law at Utrecht University.""",10.65311,3.2129323,Van Dijk studied law at Utrecht University.
15126,"Postal Codes and Codes (e.g., FERC, ZIP, geographical, mobile)","""It has postal code of 10460.""",6.653318,2.2340155,It has postal code of 10460.
15127,"Live Performances, Historical Debuts, International Performances","""In 2008, they performed at the Royal Variety Performance in front of Prince Charles.""",10.4577675,-0.10973974,"In 2008, they performed at the Royal Variety Performance in front of Prince Charles."
15128,Prominent Individuals Named Elizabeth,"""Elizabeth Ellery Bailey (born 1938) is an American economist.""",11.927235,6.486157,Elizabeth Ellery Bailey (born 1938) is an American economist.
15129,"Pathways or Journeys, Exploration, Access Routes","""Shantipath, also written as Shanti Path, is the main road in the diplomatic enclave of Chanakyapuri, New Delhi, India.""",7.277581,4.715873,"Shantipath, also written as Shanti Path, is the main road in the diplomatic enclave of Chanakyapuri, New Delhi, India."
15130,Canoeing Championships and Competitors,"""The 1950 ICF Canoe Sprint World Championships were held in Copenhagen, Denmark.""",9.145139,6.076392,"The 1950 ICF Canoe Sprint World Championships were held in Copenhagen, Denmark."
15131,"Controversial Usage, Analysis, Interaction, Variation, Comparison","""This usage is controversial.""",9.070054,1.80186,This usage is controversial.
15132,"Achievements in Competitions, Awards, and Representations","""At the Sopot Music Festival in Poland, where he won the Press Prize.""",12.090468,2.416688,"At the Sopot Music Festival in Poland, where he won the Press Prize."
15133,Plant Biology and Uses,"""The plant has an unpleasant scent.""",7.723721,5.6950374,The plant has an unpleasant scent.
15134,"People with the surname Scott, various professions","""Scott Frazer is a British stage and screen actor.""",12.339488,6.8661222,Scott Frazer is a British stage and screen actor.
15135,"Individuals (or entities) named ""Nigel"", ""Nicholson"", and others.","""Nicholson is the cousin of Test match brothers Peter and Graeme Pollock.""",8.140972,9.022435,Nicholson is the cousin of Test match brothers Peter and Graeme Pollock.
15136,"Places, People, Art and Literature","""Crane had sexual relations with the girl in 1980.""",9.454135,6.675246,Crane had sexual relations with the girl in 1980.
15137,"Music, Release Dates, Record Labels","""It was released on 31 October 2014 by Sony Music.""",9.775336,-0.6304954,It was released on 31 October 2014 by Sony Music.
15138,"Philippines, Media, Culture","""When In Manila is privately owned.""",11.326405,10.250513,When In Manila is privately owned.
15139,"Produced, Developed, Contributed (Creation and development of various works)","""The church did both.""",9.69828,1.1265857,The church did both.
15140,Email Systems and Communication,"""Mail handling equipment.""",9.341156,2.629305,Mail handling equipment.
15141,"Geographical Names, People Names (Anthroponyms), and Related Topics","""For the town in Malawi, see Machinga, Malawi.""",12.102622,8.078768,"For the town in Malawi, see Machinga, Malawi."
15142,"Cable Systems, Communication, Transmission","""In 1890, it switched to cable cars.""",8.404293,4.1017537,"In 1890, it switched to cable cars."
15143,Youth Focused Activities or Programs,"""GAS targets its products at the youth segment.""",8.566524,9.60356,GAS targets its products at the youth segment.
15144,Battle-Related Concepts,"""Battlescombe is a village in Gloucestershire, England.""",11.184565,3.688571,"Battlescombe is a village in Gloucestershire, England."
15145,Canada-Related Releases,"""She has released two albums in Canada.""",8.233803,7.8165417,She has released two albums in Canada.
15146,"Americans in various fields (comics, music, acting, basketball, crime, music production, poetry)","""Keith Ian Giffen (born November 30, 1952) is an American comics artist and writer.""",12.914367,7.229242,"Keith Ian Giffen (born November 30, 1952) is an American comics artist and writer."
15147,Incorporation Events,"""It incorporated on December 18, 1965.""",12.185198,1.3233067,"It incorporated on December 18, 1965."
15148,"Disbanded Entities or Individuals, Places of Significance, Competitive Victories","""The Pixies Three consequently disbanded.""",9.361531,0.9145482,The Pixies Three consequently disbanded.
15149,"Individuals, Places, Artifacts (or Productions)","""Frank Wilson was the script writer.""",10.046884,5.670644,Frank Wilson was the script writer.
15150,"Indiana, Education, and History","""He played college football for Indiana University.""",10.37904,4.8088093,He played college football for Indiana University.
15151,Annual Awards Ceremonies,"""The ninth Annual American Music Awards were held on January 25, 1982.""",12.700946,1.4577541,"The ninth Annual American Music Awards were held on January 25, 1982."
15152,"Libya Connections, Historical Figures, Geographical References","""Copts in Libya may refer to people born in or residing in Libya of full or partial Coptic origin.""",10.043882,7.0765476,Copts in Libya may refer to people born in or residing in Libya of full or partial Coptic origin.
15153,"Geographic Locations, Cultural Diversity, Administrative Divisions","""Kaina has 5 localities named Panchkhuttee, Tinkhuttee, Pachwair toal, Tola par and Puwari Tol.""",7.7037697,2.8782675,"Kaina has 5 localities named Panchkhuttee, Tinkhuttee, Pachwair toal, Tola par and Puwari Tol."
15154,"Organizations, Foundations, Establishments (or similar) Founded Variously","""It was founded on July 1995.""",11.987043,0.9120188,It was founded on July 1995.
15155,"Historic structures, Curriculum/Education, Commercial entities (or structures)","""It contains 14 historic buildings.""",7.6856947,2.3116932,It contains 14 historic buildings.
15156,"Privacy, Surveillance, Disclosure","""In 2015, an FOIA request released a redacted report.""",10.284488,3.3389618,"In 2015, an FOIA request released a redacted report."
15157,"Individuals, Locations, Various Bow-Related Topics","""Bowes is a village in County Durham, England.""",9.601633,8.767196,"Bowes is a village in County Durham, England."
15158,"Geographic Locations, Legal Procedures, Cultural Artifacts","""There are also rules about hearsay evidence and most importantly, the exclusionary rule.""",7.890182,2.8164873,"There are also rules about hearsay evidence and most importantly, the exclusionary rule."
15159,"Geographically Diverse Entities, Historical Institutions, Various Classifications","""Platial, Inc. was headquartered in Portland, Oregon.""",10.618947,7.1585364,"Platial, Inc. was headquartered in Portland, Oregon."
15160,Indonesian Topics or Indonesian Focus,"""This species occurs in Indonesia.""",12.302083,9.024415,This species occurs in Indonesia.
15161,"Nominated Awards, Geographical Locations, Organizational Leadership","""Presto was nominated for an Annie Award and Academy Award.""",10.018728,5.133501,Presto was nominated for an Annie Award and Academy Award.
